tree= 1, node=  1, feature=15, thr= 21.57, gain=0.621424
tree= 1, node= 44, feature=14, thr= 96.08, gain=0.341335
tree= 1, node= 45, feature= 1, thr= 82.35, gain=0.324193
tree= 1, node= 46, feature= 2, thr= 88.59, gain=0.253482
tree= 1, node= 47, feature= 5, thr= 89.29, gain=0.811518
tree= 1, node= 48, feature= 8, thr= 76.47, gain=0.650022
tree= 1, node= 49, feature= 6, thr= 50.47, gain=0.757526
tree= 1, node= 50, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 51, feature= 3, thr= 87.45, gain=0.051386
tree= 1, node= 52, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 53, feature= 0, thr= 53.57, gain=0.129949
tree= 1, node= 54, feature=15, thr= 67.29, gain=0.265884
tree= 1, node= 55, feature=10, thr= 67.06, gain=0.773029
tree= 1, node= 56, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 57, feature=12, thr= 21.57, gain=0.159034
tree= 1, node= 58, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 59, feature= 5, thr= 54.41, gain=0.006884
tree= 1, node= 60, feature= 6, thr= 96.08, gain=0.024998
tree= 1, node= 61, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 62, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 63, feature= 1, thr=  3.92, gain=0.998846
tree= 1, node= 72, feature= 5, thr= 13.35, gain=0.035341
tree= 1, node= 73, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 76, feature= 7, thr= 71.86, gain=0.496889
tree= 1, node= 77, feature=10, thr= 60.78, gain=0.864204
tree= 1, node= 78, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 79, feature= 1, thr= 92.47, gain=0.078528
tree= 1, node= 80, feature= 5, thr= 68.63, gain=0.135036
tree= 1, node= 81, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 84, feature= 8, thr= 18.67, gain=0.368566
tree= 1, node= 85, feature= 7, thr= 73.02, gain=0.050120
tree= 1, node= 86, feature=12, thr= 55.47, gain=0.287642
tree= 1, node= 87, feature= 8, thr= 49.82, gain=0.208356
tree= 1, node= 88, feature= 1, thr= 39.18, gain=0.308576
tree= 1, node= 89, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 90, feature= 5, thr= 15.69, gain=0.106446
tree= 1, node= 91, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 92, feature= 0, thr= 78.43, gain=0.174910
tree= 1, node= 93, feature= 5, thr= 84.31, gain=0.901825
tree= 1, node= 94, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 95, feature= 6, thr= 70.59, gain=0.988057
tree= 1, node= 96, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 97, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 98, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node= 99, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=102, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=103, feature= 8, thr=  1.96, gain=0.027154
tree= 1, node=106, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=107, feature=14, thr=  1.96, gain=0.057144
tree= 1, node=108, feature= 4, thr= 62.75, gain=0.149994
tree= 1, node=109, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=110, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=111, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=114, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=115, feature= 1, thr= 26.47, gain=0.028970
tree= 1, node=118, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=119, feature= 6, thr= 45.33, gain=0.097300
tree= 1, node=120, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=121, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=126, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=127, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=144, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=145, feature=13, thr=  6.08, gain=0.024501
tree= 1, node=152, feature=13, thr=  5.10, gain=0.465185
tree= 1, node=153, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=154, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=155, feature= 7, thr= 54.53, gain=0.349184
tree= 1, node=158, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=159, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=160, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=161, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=168, feature= 5, thr= 74.55, gain=0.060896
tree= 1, node=169, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=170, feature= 9, thr=  5.61, gain=0.007149
tree= 1, node=171, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=172, feature= 6, thr= 58.29, gain=0.175730
tree= 1, node=173, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=174, feature= 0, thr= 73.33, gain=0.054012
tree= 1, node=175, feature=11, thr=  9.06, gain=0.541116
tree= 1, node=176, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=177, feature= 7, thr= 67.06, gain=0.321696
tree= 1, node=180, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=181, feature= 0, thr= 60.78, gain=0.098830
tree= 1, node=184, feature= 9, thr= 18.55, gain=0.134335
tree= 1, node=185, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=186, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=187, feature= 1, thr= 79.29, gain=0.678954
tree= 1, node=190, feature= 4, thr= 48.04, gain=0.291818
tree= 1, node=191, feature=11, thr= 39.69, gain=0.517478
tree= 1, node=206, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=207, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=214, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=215, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=216, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=217, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=230, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=231, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=238, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=239, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=290, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=291, feature= 9, thr= 88.47, gain=0.008575
tree= 1, node=304, feature= 6, thr= 67.45, gain=0.250919
tree= 1, node=305, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=310, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=311, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=336, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=337, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=340, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=341, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=344, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=345, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=348, feature= 1, thr= 89.59, gain=0.025926
tree= 1, node=349, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=350, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=351, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=354, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=355, feature= 3, thr= 88.04, gain=0.025103
tree= 1, node=362, feature= 8, thr= 24.51, gain=0.021367
tree= 1, node=363, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=368, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=369, feature=14, thr= 52.94, gain=0.111623
tree= 1, node=374, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=375, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=380, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=381, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=382, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=383, feature= 2, thr= 45.71, gain=0.103275
tree= 1, node=582, feature= 7, thr= 17.69, gain=0.008314
tree= 1, node=583, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=608, feature= 1, thr= 81.37, gain=0.056120
tree= 1, node=609, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=696, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=697, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=710, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=711, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=724, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=725, feature=15, thr=  9.12, gain=0.021405
tree= 1, node=738, feature= 6, thr= 21.57, gain=0.053910
tree= 1, node=739, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=766, feature= 1, thr= 66.67, gain=0.077022
tree= 1, node=767, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1164, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1165, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1216, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1217, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1450, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1451, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1476, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1477, feature= 3, thr= 99.12, gain=0.041635
tree= 1, node=1532, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1533, feature= 2, thr= 41.47, gain=0.067329
tree= 1, node=2954, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2955, feature= 2, thr= 84.67, gain=0.016255
tree= 1, node=3066, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3067, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=5910, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=5911, feature=-1, thr= -1.00, gain=0.000000
ID=    1, predicted=eight , true=eight , accuracy=1.00
ID=    2, predicted=two   , true=two   , accuracy=1.00
ID=    3, predicted=class1, true=class1, accuracy=1.00
ID=    4, predicted=four  , true=four  , accuracy=1.00
ID=    5, predicted=class1, true=class1, accuracy=1.00
ID=    6, predicted=class1, true=six   , accuracy=0.00
ID=    7, predicted=four  , true=four  , accuracy=1.00
ID=    8, predicted=zero  , true=zero  , accuracy=1.00
ID=    9, predicted=class5, true=class5, accuracy=1.00
ID=   10, predicted=zero  , true=zero  , accuracy=1.00
ID=   11, predicted=class9, true=class9, accuracy=1.00
ID=   12, predicted=eight , true=eight , accuracy=1.00
ID=   13, predicted=class5, true=class5, accuracy=1.00
ID=   14, predicted=class9, true=class9, accuracy=1.00
ID=   15, predicted=class7, true=class7, accuracy=1.00
ID=   16, predicted=class3, true=class3, accuracy=1.00
ID=   17, predicted=class3, true=class3, accuracy=1.00
ID=   18, predicted=class9, true=class9, accuracy=1.00
ID=   19, predicted=two   , true=two   , accuracy=1.00
ID=   20, predicted=two   , true=two   , accuracy=1.00
ID=   21, predicted=class5, true=class5, accuracy=1.00
ID=   22, predicted=class1, true=class1, accuracy=1.00
ID=   23, predicted=class5, true=class5, accuracy=1.00
ID=   24, predicted=eight , true=eight , accuracy=1.00
ID=   25, predicted=six   , true=six   , accuracy=1.00
ID=   26, predicted=four  , true=four  , accuracy=1.00
ID=   27, predicted=zero  , true=zero  , accuracy=1.00
ID=   28, predicted=four  , true=four  , accuracy=1.00
ID=   29, predicted=eight , true=eight , accuracy=1.00
ID=   30, predicted=class5, true=class1, accuracy=0.00
ID=   31, predicted=eight , true=eight , accuracy=1.00
ID=   32, predicted=class5, true=class5, accuracy=1.00
ID=   33, predicted=class7, true=class7, accuracy=1.00
ID=   34, predicted=zero  , true=zero  , accuracy=1.00
ID=   35, predicted=zero  , true=class9, accuracy=0.00
ID=   36, predicted=class3, true=class3, accuracy=1.00
ID=   37, predicted=class5, true=class5, accuracy=1.00
ID=   38, predicted=four  , true=four  , accuracy=1.00
ID=   39, predicted=class1, true=class9, accuracy=0.00
ID=   40, predicted=two   , true=two   , accuracy=1.00
ID=   41, predicted=class7, true=class7, accuracy=1.00
ID=   42, predicted=class5, true=class5, accuracy=1.00
ID=   43, predicted=six   , true=six   , accuracy=1.00
ID=   44, predicted=class3, true=class3, accuracy=1.00
ID=   45, predicted=class7, true=class3, accuracy=0.00
ID=   46, predicted=six   , true=six   , accuracy=1.00
ID=   47, predicted=class3, true=class3, accuracy=1.00
ID=   48, predicted=two   , true=two   , accuracy=1.00
ID=   49, predicted=class5, true=class5, accuracy=1.00
ID=   50, predicted=class1, true=four  , accuracy=0.00
ID=   51, predicted=class3, true=class3, accuracy=1.00
ID=   52, predicted=class1, true=class1, accuracy=1.00
ID=   53, predicted=zero  , true=zero  , accuracy=1.00
ID=   54, predicted=class1, true=class1, accuracy=1.00
ID=   55, predicted=four  , true=four  , accuracy=1.00
ID=   56, predicted=class5, true=class5, accuracy=1.00
ID=   57, predicted=class3, true=class3, accuracy=1.00
ID=   58, predicted=two   , true=two   , accuracy=1.00
ID=   59, predicted=zero  , true=zero  , accuracy=1.00
ID=   60, predicted=six   , true=six   , accuracy=1.00
ID=   61, predicted=eight , true=eight , accuracy=1.00
ID=   62, predicted=class5, true=class5, accuracy=1.00
ID=   63, predicted=zero  , true=zero  , accuracy=1.00
ID=   64, predicted=class3, true=class3, accuracy=1.00
ID=   65, predicted=class7, true=class7, accuracy=1.00
ID=   66, predicted=eight , true=eight , accuracy=1.00
ID=   67, predicted=class5, true=class5, accuracy=1.00
ID=   68, predicted=six   , true=six   , accuracy=1.00
ID=   69, predicted=eight , true=eight , accuracy=1.00
ID=   70, predicted=eight , true=eight , accuracy=1.00
ID=   71, predicted=class9, true=class9, accuracy=1.00
ID=   72, predicted=zero  , true=zero  , accuracy=1.00
ID=   73, predicted=four  , true=four  , accuracy=1.00
ID=   74, predicted=class1, true=class1, accuracy=1.00
ID=   75, predicted=class9, true=class9, accuracy=1.00
ID=   76, predicted=class7, true=class7, accuracy=1.00
ID=   77, predicted=zero  , true=zero  , accuracy=1.00
ID=   78, predicted=six   , true=six   , accuracy=1.00
ID=   79, predicted=class3, true=class3, accuracy=1.00
ID=   80, predicted=class3, true=class3, accuracy=1.00
ID=   81, predicted=two   , true=two   , accuracy=1.00
ID=   82, predicted=four  , true=four  , accuracy=1.00
ID=   83, predicted=class1, true=class1, accuracy=1.00
ID=   84, predicted=six   , true=six   , accuracy=1.00
ID=   85, predicted=class5, true=class5, accuracy=1.00
ID=   86, predicted=class5, true=class5, accuracy=1.00
ID=   87, predicted=class7, true=class7, accuracy=1.00
ID=   88, predicted=zero  , true=zero  , accuracy=1.00
ID=   89, predicted=zero  , true=zero  , accuracy=1.00
ID=   90, predicted=class9, true=class9, accuracy=1.00
ID=   91, predicted=class5, true=class5, accuracy=1.00
ID=   92, predicted=six   , true=six   , accuracy=1.00
ID=   93, predicted=four  , true=four  , accuracy=1.00
ID=   94, predicted=class7, true=class7, accuracy=1.00
ID=   95, predicted=class9, true=class1, accuracy=0.00
ID=   96, predicted=zero  , true=zero  , accuracy=1.00
ID=   97, predicted=class1, true=class1, accuracy=1.00
ID=   98, predicted=class9, true=class9, accuracy=1.00
ID=   99, predicted=six   , true=six   , accuracy=1.00
ID=  100, predicted=two   , true=two   , accuracy=1.00
ID=  101, predicted=zero  , true=zero  , accuracy=1.00
ID=  102, predicted=class3, true=class3, accuracy=1.00
ID=  103, predicted=zero  , true=zero  , accuracy=1.00
ID=  104, predicted=eight , true=eight , accuracy=1.00
ID=  105, predicted=zero  , true=zero  , accuracy=1.00
ID=  106, predicted=class5, true=class3, accuracy=0.00
ID=  107, predicted=zero  , true=zero  , accuracy=1.00
ID=  108, predicted=zero  , true=zero  , accuracy=1.00
ID=  109, predicted=class5, true=class5, accuracy=1.00
ID=  110, predicted=four  , true=four  , accuracy=1.00
ID=  111, predicted=six   , true=six   , accuracy=1.00
ID=  112, predicted=zero  , true=zero  , accuracy=1.00
ID=  113, predicted=six   , true=six   , accuracy=1.00
ID=  114, predicted=eight , true=eight , accuracy=1.00
ID=  115, predicted=class9, true=class9, accuracy=1.00
ID=  116, predicted=four  , true=four  , accuracy=1.00
ID=  117, predicted=class5, true=class5, accuracy=1.00
ID=  118, predicted=six   , true=six   , accuracy=1.00
ID=  119, predicted=two   , true=two   , accuracy=1.00
ID=  120, predicted=eight , true=class9, accuracy=0.00
ID=  121, predicted=eight , true=eight , accuracy=1.00
ID=  122, predicted=class5, true=class5, accuracy=1.00
ID=  123, predicted=zero  , true=zero  , accuracy=1.00
ID=  124, predicted=zero  , true=zero  , accuracy=1.00
ID=  125, predicted=zero  , true=zero  , accuracy=1.00
ID=  126, predicted=four  , true=four  , accuracy=1.00
ID=  127, predicted=class7, true=class7, accuracy=1.00
ID=  128, predicted=class3, true=class3, accuracy=1.00
ID=  129, predicted=class9, true=class9, accuracy=1.00
ID=  130, predicted=two   , true=two   , accuracy=1.00
ID=  131, predicted=class5, true=class5, accuracy=1.00
ID=  132, predicted=class9, true=class9, accuracy=1.00
ID=  133, predicted=zero  , true=zero  , accuracy=1.00
ID=  134, predicted=six   , true=six   , accuracy=1.00
ID=  135, predicted=eight , true=zero  , accuracy=0.00
ID=  136, predicted=six   , true=six   , accuracy=1.00
ID=  137, predicted=six   , true=six   , accuracy=1.00
ID=  138, predicted=class1, true=class1, accuracy=1.00
ID=  139, predicted=four  , true=four  , accuracy=1.00
ID=  140, predicted=zero  , true=zero  , accuracy=1.00
ID=  141, predicted=zero  , true=zero  , accuracy=1.00
ID=  142, predicted=six   , true=six   , accuracy=1.00
ID=  143, predicted=two   , true=two   , accuracy=1.00
ID=  144, predicted=class9, true=class9, accuracy=1.00
ID=  145, predicted=class5, true=class5, accuracy=1.00
ID=  146, predicted=eight , true=class3, accuracy=0.00
ID=  147, predicted=class1, true=class1, accuracy=1.00
ID=  148, predicted=four  , true=four  , accuracy=1.00
ID=  149, predicted=six   , true=two   , accuracy=0.00
ID=  150, predicted=four  , true=four  , accuracy=1.00
ID=  151, predicted=class1, true=class1, accuracy=1.00
ID=  152, predicted=class1, true=class1, accuracy=1.00
ID=  153, predicted=two   , true=class1, accuracy=0.00
ID=  154, predicted=six   , true=six   , accuracy=1.00
ID=  155, predicted=class1, true=class1, accuracy=1.00
ID=  156, predicted=class9, true=class9, accuracy=1.00
ID=  157, predicted=eight , true=eight , accuracy=1.00
ID=  158, predicted=four  , true=four  , accuracy=1.00
ID=  159, predicted=class7, true=class7, accuracy=1.00
ID=  160, predicted=class3, true=class3, accuracy=1.00
ID=  161, predicted=class3, true=class1, accuracy=0.00
ID=  162, predicted=class9, true=class9, accuracy=1.00
ID=  163, predicted=class7, true=class7, accuracy=1.00
ID=  164, predicted=four  , true=four  , accuracy=1.00
ID=  165, predicted=class3, true=class3, accuracy=1.00
ID=  166, predicted=zero  , true=zero  , accuracy=1.00
ID=  167, predicted=class7, true=class7, accuracy=1.00
ID=  168, predicted=class5, true=class5, accuracy=1.00
ID=  169, predicted=eight , true=eight , accuracy=1.00
ID=  170, predicted=class3, true=class3, accuracy=1.00
ID=  171, predicted=six   , true=six   , accuracy=1.00
ID=  172, predicted=class5, true=class5, accuracy=1.00
ID=  173, predicted=class1, true=class1, accuracy=1.00
ID=  174, predicted=class5, true=class5, accuracy=1.00
ID=  175, predicted=class1, true=class1, accuracy=1.00
ID=  176, predicted=class9, true=class1, accuracy=0.00
ID=  177, predicted=class1, true=class1, accuracy=1.00
ID=  178, predicted=class1, true=class9, accuracy=0.00
ID=  179, predicted=four  , true=four  , accuracy=1.00
ID=  180, predicted=class5, true=class5, accuracy=1.00
ID=  181, predicted=class7, true=class7, accuracy=1.00
ID=  182, predicted=class7, true=class7, accuracy=1.00
ID=  183, predicted=class7, true=class7, accuracy=1.00
ID=  184, predicted=zero  , true=zero  , accuracy=1.00
ID=  185, predicted=class7, true=class3, accuracy=0.00
ID=  186, predicted=six   , true=six   , accuracy=1.00
ID=  187, predicted=class9, true=class9, accuracy=1.00
ID=  188, predicted=six   , true=six   , accuracy=1.00
ID=  189, predicted=class9, true=class9, accuracy=1.00
ID=  190, predicted=zero  , true=zero  , accuracy=1.00
ID=  191, predicted=class9, true=class9, accuracy=1.00
ID=  192, predicted=class7, true=class7, accuracy=1.00
ID=  193, predicted=class1, true=class1, accuracy=1.00
ID=  194, predicted=zero  , true=zero  , accuracy=1.00
ID=  195, predicted=class3, true=class5, accuracy=0.00
ID=  196, predicted=zero  , true=zero  , accuracy=1.00
ID=  197, predicted=class5, true=class5, accuracy=1.00
ID=  198, predicted=class1, true=class1, accuracy=1.00
ID=  199, predicted=class9, true=class9, accuracy=1.00
ID=  200, predicted=four  , true=four  , accuracy=1.00
ID=  201, predicted=four  , true=four  , accuracy=1.00
ID=  202, predicted=four  , true=four  , accuracy=1.00
ID=  203, predicted=class5, true=class5, accuracy=1.00
ID=  204, predicted=two   , true=two   , accuracy=1.00
ID=  205, predicted=six   , true=six   , accuracy=1.00
ID=  206, predicted=zero  , true=eight , accuracy=0.00
ID=  207, predicted=two   , true=two   , accuracy=1.00
ID=  208, predicted=class1, true=class1, accuracy=1.00
ID=  209, predicted=class1, true=class1, accuracy=1.00
ID=  210, predicted=class3, true=class3, accuracy=1.00
ID=  211, predicted=eight , true=eight , accuracy=1.00
ID=  212, predicted=four  , true=four  , accuracy=1.00
ID=  213, predicted=class7, true=class7, accuracy=1.00
ID=  214, predicted=class1, true=class1, accuracy=1.00
ID=  215, predicted=class5, true=class5, accuracy=1.00
ID=  216, predicted=class7, true=class7, accuracy=1.00
ID=  217, predicted=class5, true=class5, accuracy=1.00
ID=  218, predicted=eight , true=eight , accuracy=1.00
ID=  219, predicted=class5, true=class5, accuracy=1.00
ID=  220, predicted=four  , true=four  , accuracy=1.00
ID=  221, predicted=six   , true=six   , accuracy=1.00
ID=  222, predicted=two   , true=two   , accuracy=1.00
ID=  223, predicted=class3, true=class3, accuracy=1.00
ID=  224, predicted=six   , true=four  , accuracy=0.00
ID=  225, predicted=four  , true=four  , accuracy=1.00
ID=  226, predicted=eight , true=eight , accuracy=1.00
ID=  227, predicted=six   , true=six   , accuracy=1.00
ID=  228, predicted=two   , true=two   , accuracy=1.00
ID=  229, predicted=class5, true=class5, accuracy=1.00
ID=  230, predicted=class5, true=class5, accuracy=1.00
ID=  231, predicted=six   , true=six   , accuracy=1.00
ID=  232, predicted=class7, true=class7, accuracy=1.00
ID=  233, predicted=class7, true=class7, accuracy=1.00
ID=  234, predicted=class1, true=class1, accuracy=1.00
ID=  235, predicted=class7, true=class7, accuracy=1.00
ID=  236, predicted=class9, true=class1, accuracy=0.00
ID=  237, predicted=class3, true=class3, accuracy=1.00
ID=  238, predicted=eight , true=eight , accuracy=1.00
ID=  239, predicted=class9, true=class9, accuracy=1.00
ID=  240, predicted=zero  , true=zero  , accuracy=1.00
ID=  241, predicted=class3, true=class3, accuracy=1.00
ID=  242, predicted=zero  , true=zero  , accuracy=1.00
ID=  243, predicted=class7, true=class7, accuracy=1.00
ID=  244, predicted=eight , true=eight , accuracy=1.00
ID=  245, predicted=two   , true=two   , accuracy=1.00
ID=  246, predicted=class9, true=class9, accuracy=1.00
ID=  247, predicted=four  , true=zero  , accuracy=0.00
ID=  248, predicted=zero  , true=class9, accuracy=0.00
ID=  249, predicted=class9, true=class9, accuracy=1.00
ID=  250, predicted=class1, true=class1, accuracy=1.00
ID=  251, predicted=four  , true=four  , accuracy=1.00
ID=  252, predicted=six   , true=six   , accuracy=1.00
ID=  253, predicted=class3, true=class3, accuracy=1.00
ID=  254, predicted=two   , true=two   , accuracy=1.00
ID=  255, predicted=six   , true=six   , accuracy=1.00
ID=  256, predicted=zero  , true=zero  , accuracy=1.00
ID=  257, predicted=eight , true=eight , accuracy=1.00
ID=  258, predicted=zero  , true=zero  , accuracy=1.00
ID=  259, predicted=eight , true=eight , accuracy=1.00
ID=  260, predicted=class9, true=class9, accuracy=1.00
ID=  261, predicted=class3, true=class3, accuracy=1.00
ID=  262, predicted=eight , true=eight , accuracy=1.00
ID=  263, predicted=eight , true=six   , accuracy=0.00
ID=  264, predicted=six   , true=six   , accuracy=1.00
ID=  265, predicted=two   , true=two   , accuracy=1.00
ID=  266, predicted=zero  , true=zero  , accuracy=1.00
ID=  267, predicted=class9, true=class9, accuracy=1.00
ID=  268, predicted=class7, true=class7, accuracy=1.00
ID=  269, predicted=zero  , true=zero  , accuracy=1.00
ID=  270, predicted=eight , true=eight , accuracy=1.00
ID=  271, predicted=zero  , true=eight , accuracy=0.00
ID=  272, predicted=four  , true=four  , accuracy=1.00
ID=  273, predicted=four  , true=four  , accuracy=1.00
ID=  274, predicted=six   , true=six   , accuracy=1.00
ID=  275, predicted=six   , true=six   , accuracy=1.00
ID=  276, predicted=four  , true=four  , accuracy=1.00
ID=  277, predicted=zero  , true=zero  , accuracy=1.00
ID=  278, predicted=class1, true=class1, accuracy=1.00
